"filename", "language", "Python", "pip requirements", "JSON", "Markdown", "XML", "PostCSS", "SCSS", "comment", "blank", "total"
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\files.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-aac.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-ai.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-bmp.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-cs.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-css.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-csv.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-doc.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-docx.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-exe.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-gif.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-heic.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-html.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-java.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-jpg.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-js.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-json.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-jsx.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-key.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-m4p.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-md.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-mdx.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-mov.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-mp3.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-mp4.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-otf.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-pdf.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-php.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-png.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-ppt.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-pptx.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-psd.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-py.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-raw.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-rb.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-sass.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-scss.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-sh.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-sql.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-svg.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-tiff.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-tsx.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-ttf.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-txt.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-wav.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-woff.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-xls.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-xlsx.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-xml.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filetype-yml.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\film.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filter-circle-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filter-circle.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filter-left.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filter-right.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filter-square-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filter-square.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\filter.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\fingerprint.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 7
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\fire.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\flag-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\flag.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\flask-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\flask-florence-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\flask-florence.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\flask.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\floppy-fill.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\floppy.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\floppy2-fill.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\floppy2.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\flower1.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\flower2.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\flower3.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\folder-check.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\folder-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\folder-minus.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\folder-plus.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\folder-symlink-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\folder-symlink.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\folder-x.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\folder.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\folder2-open.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\folder2.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\fonts.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\fork-knife.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\forward-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\forward.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\front.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\fuel-pump-diesel-fill.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\fuel-pump-diesel.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\fuel-pump-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\fuel-pump.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\fullscreen-exit.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\fullscreen.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\funnel-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\funnel.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\gear-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\gear-wide-connected.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\gear-wide.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\gear.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\gem.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\gender-ambiguous.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\gender-female.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\gender-male.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\gender-neuter.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\gender-trans.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\geo-alt-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\geo-alt.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\geo-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\geo.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\gift-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\gift.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\git.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\github.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\gitlab.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\globe-americas-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\globe-americas.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\globe-asia-australia-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\globe-asia-australia.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\globe-central-south-asia-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\globe-central-south-asia.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\globe-europe-africa-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\globe-europe-africa.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\globe.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\globe2.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\google-play.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\google.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\gpu-card.svg", "XML", 0, 0, 0, 0, 5, 0, 0, 0, 0, 5
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\graph-down-arrow.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\graph-down.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\graph-up-arrow.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\graph-up.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\grid-1x2-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\grid-1x2.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\grid-3x2-gap-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\grid-3x2-gap.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\grid-3x2.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\grid-3x3-gap-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\grid-3x3-gap.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\grid-3x3.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\grid-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\grid.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\grip-horizontal.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\grip-vertical.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\h-circle-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\h-circle.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\h-square-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\h-square.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\hammer.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\hand-index-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\hand-index-thumb-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\hand-index-thumb.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\hand-index.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\hand-thumbs-down-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\hand-thumbs-down.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\hand-thumbs-up-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\hand-thumbs-up.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\handbag-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\handbag.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\hash.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\hdd-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\hdd-network-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\hdd-network.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\hdd-rack-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\hdd-rack.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\hdd-stack-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\hdd-stack.svg", "XML", 0, 0, 0, 0, 5, 0, 0, 0, 0, 5
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\hdd.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\hdmi-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\hdmi.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\headphones.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\headset-vr.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\headset.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\heart-arrow.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\heart-fill.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\heart-half.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\heart-pulse-fill.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"h:\SoftDev\xFRA\xFRA\icon\bootstrap\heart-pulse.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
